,region,week_last_day,epidemiological_week,total_inhabitants,last_available_confirmed,last_available_deaths,new_week_cases,new_week_deaths,prevalence,mortality,lethality,incidence_cases,incidence_deaths,cases_growth_factor,deaths_growth_factor,new_week_cases_mm,new_week_deaths_mm,incidence_cases_mm,incidence_deaths_mm
50,Brasil,13/02/2021,59,211755691.6839929,9817285,238768,314475,7573,4636.137485574897,112.75635526072097,2.432118452301222,148.508404897705,3.576291121044026,0.9760575314489321,1.064221472737493,331823,7393,156.70102215175385,3.4916023309070616
51,Brasil,20/02/2021,60,211755691.6839929,10144332,246113,327047,7345,4790.5829209722415,116.22497513185108,2.4261134197894942,154.4454353973439,3.468619871130116,1.0399777406789092,0.9698930410669484,321237,7344,151.70170749383595,3.4684624570220546
52,Brasil,27/02/2021,61,211755691.6839929,10524723,254403,380391,8290,4970.219650910846,120.1398639993349,2.4171942577491112,179.6367299386053,3.9148888674838207,1.1631080548055783,1.1286589516678012,340637,7736,160.86352341121804,3.6532666198859878
53,Brasil,06/03/2021,62,211755691.6839929,10946497,264584,421774,10181,5169.39918495115,124.94776310185033,2.4170654776591998,199.17953404030408,4.807899102515413,1.1087906916830315,1.2281061519903498,376404,8605,177.75389979208444,4.063802613709783
54,Brasil,13/03/2021,63,211755691.6839929,11447416,277412,500919,12828,5405.954337738983,131.0056876364803,2.4233591231418514,236.55515278783207,6.0579245346299695,1.1876478872571568,1.259994106669286,434361,10433,205.12380558891383,4.9269041682097345
55,Brasil,20/03/2021,64,211755691.6839929,11958814,293076,511398,15664,5647.458117841937,138.40289140249556,2.4507112494600216,241.50378010295427,7.397203766015267,1.0209195498673438,1.2210788899282818,478030,12891,225.74615564369682,6.08767580105355
56,Brasil,27/03/2021,65,211755691.6839929,12498653,310963,539839,17887,5902.392941887003,146.84988985517145,2.4879721038739135,254.93482404506614,8.446998452675887,1.0556142182800872,1.141917773237998,517385,15459,244.33125231195083,7.300708917773708
57,Brasil,03/04/2021,66,211755691.6839929,12959895,330503,461242,19540,6120.210935978194,156.07750486972319,2.550198130463248,217.81799409119088,9.22761501455173,0.8544065915949014,1.092413484653659,504159,17697,238.08553274640374,8.357272411080961
58,Brasil,10/04/2021,67,211755691.6839929,13451932,351673,492037,21170,6352.571632442626,166.07487487269452,2.614293619682288,232.36069646443144,9.99737000297135,1.0667653856327048,1.0834186284544525,497706,19532,235.03783820022946,9.223994490066323
59,Brasil,17/04/2021,68,211755691.6839929,13912159,372149,460227,20476,6569.910300574769,175.7445087026823,2.67499099169295,217.3386681321443,9.66963382998778,0.9353503903161754,0.9672177609825224,471168,20395,222.5057862292555,9.631539615836955
60,Brasil,24/04/2021,69,211755691.6839929,14315320,389830,403161,17681,6760.2999882350405,184.09422523657634,2.7231665097252455,190.38968766027077,8.349716533894021,0.8760046672620251,0.8634987302207462,451808,19775,213.36301741894886,9.33890678895105
61,Brasil,01/05/2021,70,211755691.6839929,14733396,406770,418076,16940,6957.733170160513,192.09401020825015,2.760870609871614,197.43318192547235,7.999784971673814,1.0369951458598425,0.9580906057349697,427154,18365,201.72051257262913,8.673045111851872
62,Brasil,08/05/2021,71,211755691.6839929,15158475,421715,425079,14945,7158.473465082245,199.15167174317725,2.7820410694347553,200.7402949217316,7.057661534927105,1.0167505429634802,0.8822314049586777,415438,16522,196.18772150249154,7.80238768016498
63,Brasil,15/05/2021,72,211755691.6839929,15599145,435025,440670,13310,7366.576490080326,205.4372170780638,2.7887746411742436,208.10302499808145,6.285545334886568,1.03667788811021,0.890598862495818,427941,15065,202.0921672817618,7.114330613829163
64,Brasil,22/05/2021,73,211755691.6839929,16055289,448499,456144,13474,7581.986992802827,211.8002101541165,2.793465754493737,215.41050272250177,6.362993076052714,1.035114711689019,1.012321562734786,440631,13909,208.08460754743828,6.568733315288796
65,Brasil,29/05/2021,74,211755691.6839929,16479832,461365,424543,12866,7782.474165838797,217.8760798970655,2.7995734422535374,200.48717303596908,6.075869742948955,0.9307214388438738,0.9548760575924001,440452,13216,208.00023358551744,6.241469384629412
66,Brasil,05/06/2021,75,211755691.6839929,16913984,472860,434152,11495,7987.499115367848,223.30450541355842,2.795674868794957,205.02494952905136,5.428425516492945,1.0226337497026214,0.8934400746152651,438279,12611,206.97420842917407,5.955762778498205
67,Brasil,12/06/2021,76,211755691.6839929,17385952,486586,471968,13726,8210.382380628234,229.78650355530547,2.7987308374025193,222.88326526038645,6.481998141747035,1.0871031343861137,1.1940843845150064,443554,12695,209.46512927513564,5.995431133729646
68,Brasil,19/06/2021,77,211755691.6839929,17889167,501108,503215,14522,8448.021801792393,236.64440658710282,2.8011812959205984,237.6394211641581,6.857903031797351,1.066205759712523,1.0579921317208218,469778,13247,221.84921198453196,6.256108896679112
69,Brasil,26/06/2021,78,211755691.6839929,18393158,513051,503991,11943,8686.027683000117,242.2843966648301,2.7893578688336174,238.00588120772474,5.639990077727294,1.0015420843973253,0.8224073819033191,493058,13397,232.8428558774231,6.32663041709056
70,Brasil,03/07/2021,79,211755691.6839929,18748731,523932,355573,10881,8853.944302937129,247.4228653942742,2.794493131295126,167.9166199370114,5.138468729444083,0.7055145826016734,0.9110776186887717,454259,12448,214.52064076963143,5.878787279656243
71,Brasil,10/07/2021,80,211755691.6839929,19074698,533193,325967,9261,9007.879716624355,251.7963015585405,2.7952893408849775,153.9354136872254,4.373436164266304,0.9167372100806305,0.8511166253101737,395177,10695,186.6193049439872,5.050631657145893
72,Brasil,17/07/2021,81,211755691.6839929,19364084,542003,289386,8810,9144.540033850612,255.9567564345999,2.799011820027222,136.6603172262573,4.160454876059404,0.8877769835596855,0.951301155382788,323642,9650,152.83745028349804,4.557453256589931
73,Brasil,24/07/2021,82,211755691.6839929,19675021,549735,310937,7732,9291.377645405353,259.60813408518914,2.7940757979368867,146.83761155474267,3.651377650589252,1.07447146717533,0.8776390465380249,308763,8601,145.8111141560751,4.061756230304987
74,Brasil,31/07/2021,83,211755691.6839929,19922146,556676,247125,6941,9408.080529769279,262.88596805734903,2.794257205021989,116.70288436392511,3.277833972159855,0.7947751473771214,0.8976978789446456,282482,7827,133.40027104830835,3.6965554996028374
75,Brasil,07/08/2021,84,211755691.6839929,20156095,563028,233949,6352,9518.561149269759,265.8856513005646,2.7933386898603128,110.48061950047916,2.999683243215588,0.9466828528072838,0.9151419103875522,264003,7008,124.67370513971564,3.3096316219882316
76,Brasil,14/08/2021,85,211755691.6839929,20354591,569058,198496,6030,9612.299361650948,268.73327251539297,2.7957230877299377,93.73821238119041,2.8476212148284,0.8484584246994002,0.9493073047858942,226523,6441,106.97390541519822,3.041712810067948
